,Date,Country,WHO_Region,New_Cases,Cumulative_Cases,New_Deaths,Cumulative_Deaths
1316,2021-09,Democratic People's Republic of Korea,SEARO,0,0,0,0
1317,2021-10,Democratic People's Republic of Korea,SEARO,0,0,0,0
1318,2021-11,Democratic People's Republic of Korea,SEARO,0,0,0,0
1319,2021-12,Democratic People's Republic of Korea,SEARO,0,0,0,0
1320,2020-01,Dem. Rep. Congo,AFRO,0,0,0,0
1321,2020-02,Dem. Rep. Congo,AFRO,0,0,0,0
1322,2020-03,Dem. Rep. Congo,AFRO,98,649,8,40
1323,2020-04,Dem. Rep. Congo,AFRO,402,8498,23,654
1324,2020-05,Dem. Rep. Congo,AFRO,2465,46916,37,1597
1325,2020-06,Dem. Rep. Congo,AFRO,3973,148440,98,3284
1326,2020-07,Dem. Rep. Congo,AFRO,2071,251589,48,5913
1327,2020-08,Dem. Rep. Congo,AFRO,984,297286,41,7288
1328,2020-09,Dem. Rep. Congo,AFRO,637,311513,17,7955
1329,2020-10,Dem. Rep. Congo,AFRO,675,339634,35,8944
1330,2020-11,Dem. Rep. Congo,AFRO,1396,356274,26,9624
1331,2020-12,Dem. Rep. Congo,AFRO,4479,457005,251,12869
1332,2021-01,Dem. Rep. Congo,AFRO,5423,623974,87,19451
1333,2021-02,Dem. Rep. Congo,AFRO,3188,678303,36,19289
1334,2021-03,Dem. Rep. Congo,AFRO,2350,838580,36,22322
1335,2021-04,Dem. Rep. Congo,AFRO,1671,865777,20,22452
1336,2021-05,Dem. Rep. Congo,AFRO,1839,948502,19,24030
1337,2021-06,Dem. Rep. Congo,AFRO,9185,1077065,142,25457
1338,2021-07,Dem. Rep. Congo,AFRO,8726,1403070,99,30690
1339,2021-08,Dem. Rep. Congo,AFRO,5301,1637786,36,32556
1340,2021-09,Dem. Rep. Congo,AFRO,2074,1686314,25,32095
1341,2021-10,Dem. Rep. Congo,AFRO,619,1775778,14,33758
1342,2021-11,Dem. Rep. Congo,AFRO,678,1734881,9,33036
1343,2021-12,Dem. Rep. Congo,AFRO,6214,1017309,19,18961
1344,2020-01,Denmark,EURO,0,0,0,0
1345,2020-02,Denmark,EURO,2,5,0,0
1346,2020-03,Denmark,EURO,2897,31346,77,448
1347,2020-04,Denmark,EURO,6412,200699,366,8731
1348,2020-05,Denmark,EURO,2228,332053,128,16456
1349,2020-06,Denmark,EURO,1080,363373,34,17836
1350,2020-07,Denmark,EURO,1046,404096,10,18908
1351,2020-08,Denmark,EURO,3187,477174,9,19219
1352,2020-09,Denmark,EURO,11218,649740,26,19033
1353,2020-10,Denmark,EURO,18943,1104877,69,21073
1354,2020-11,Denmark,EURO,33598,1913461,110,22942
1355,2020-12,Denmark,EURO,83800,3794566,427,30862
1356,2021-01,Denmark,EURO,32653,5737966,850,53206
1357,2021-02,Denmark,EURO,12647,5693402,252,63591
1358,2021-03,Denmark,EURO,20191,6795664,59,74132
1359,2021-04,Denmark,EURO,20652,7208995,66,73511
1360,2021-05,Denmark,EURO,29829,8229383,33,77539
1361,2021-06,Denmark,EURO,12954,8676985,18,75754
1362,2021-07,Denmark,EURO,22731,9413335,14,78753
1363,2021-08,Denmark,EURO,28782,10255180,32,79378
1364,2021-09,Denmark,EURO,13519,10582715,74,78486
1365,2021-10,Denmark,EURO,27882,11438671,59,83149
1366,2021-11,Denmark,EURO,97002,12873735,170,83358
1367,2021-12,Denmark,EURO,106021,9045144,168,50562
1368,2020-01,Djibouti,EMRO,0,0,0,0
1369,2020-02,Djibouti,EMRO,0,0,0,0
1370,2020-03,Djibouti,EMRO,31,163,0,0
1371,2020-04,Djibouti,EMRO,1046,15286,2,40
1372,2020-05,Djibouti,EMRO,2117,51989,20,222
1373,2020-06,Djibouti,EMRO,1462,130845,31,1180
1374,2020-07,Djibouti,EMRO,425,153293,5,1744
1375,2020-08,Djibouti,EMRO,304,165334,2,1837
1376,2020-09,Djibouti,EMRO,31,161933,1,1824
1377,2020-10,Djibouti,EMRO,143,169494,0,1891
1378,2020-11,Djibouti,EMRO,118,169070,0,1830
1379,2020-12,Djibouti,EMRO,147,178227,0,1891
1380,2021-01,Djibouti,EMRO,107,182584,1,1896
1381,2021-02,Djibouti,EMRO,134,167604,1,1764
1382,2021-03,Djibouti,EMRO,1725,202012,6,1979
1383,2021-04,Djibouti,EMRO,3236,298202,74,3214
1384,2021-05,Djibouti,EMRO,502,353084,11,4659
1385,2021-06,Djibouti,EMRO,74,347267,1,4631
1386,2021-07,Djibouti,EMRO,49,360290,1,4806
1387,2021-08,Djibouti,EMRO,96,362187,1,4847
1388,2021-09,Djibouti,EMRO,958,360358,10,4775
1389,2021-10,Djibouti,EMRO,773,411760,14,5501
1390,2021-11,Djibouti,EMRO,26,404875,5,5557
1391,2021-12,Djibouti,EMRO,10,216158,3,3005
1392,2020-01,Dominica,AMRO,0,0,0,0
1393,2020-02,Dominica,AMRO,0,0,0,0
1394,2020-03,Dominica,AMRO,7,45,0,0
1395,2020-04,Dominica,AMRO,9,425,0,0
1396,2020-05,Dominica,AMRO,0,496,0,0
1397,2020-06,Dominica,AMRO,2,516,0,0
1398,2020-07,Dominica,AMRO,0,558,0,0
1399,2020-08,Dominica,AMRO,2,575,0,0
1400,2020-09,Dominica,AMRO,10,712,0,0
1401,2020-10,Dominica,AMRO,12,1046,0,0
1402,2020-11,Dominica,AMRO,43,2000,0,0
1403,2020-12,Dominica,AMRO,11,2766,0,0
1404,2021-01,Dominica,AMRO,21,3341,0,0
1405,2021-02,Dominica,AMRO,25,3579,0,0
1406,2021-03,Dominica,AMRO,19,4754,0,0
1407,2021-04,Dominica,AMRO,13,5055,0,0
1408,2021-05,Dominica,AMRO,14,5571,0,0
1409,2021-06,Dominica,AMRO,5,5698,0,0
1410,2021-07,Dominica,AMRO,17,6254,0,0
1411,2021-08,Dominica,AMRO,1428,25248,4,22
1412,2021-09,Dominica,AMRO,1655,76382,11,247
1413,2021-10,Dominica,AMRO,1490,129072,17,837
1414,2021-11,Dominica,AMRO,993,157340,5,1015
1415,2021-12,Dominica,AMRO,510,103718,5,694
1416,2020-01,Dominican Republic,AMRO,0,0,0,0
1417,2020-02,Dominican Republic,AMRO,0,0,0,0
1418,2020-03,Dominican Republic,AMRO,901,4556,42,143
1419,2020-04,Dominican Republic,AMRO,5751,109247,251,5261
1420,2020-05,Dominican Republic,AMRO,10256,366088,205,12781
1421,2020-06,Dominican Republic,AMRO,14908,706679,235,18159
1422,2020-07,Dominican Republic,AMRO,36099,1506353,413,28745
1423,2020-08,Dominican Republic,AMRO,26320,2604827,535,43996
1424,2020-09,Dominican Republic,AMRO,17665,3125202,420,58823
1425,2020-10,Dominican Republic,AMRO,14432,3712382,135,67668
1426,2020-11,Dominican Republic,AMRO,17141,4019789,94,68563
1427,2020-12,Dominican Republic,AMRO,26106,4838033,79,73485
1428,2021-01,Dominican Republic,AMRO,42974,5896448,237,76575
1429,2021-02,Dominican Republic,AMRO,26456,6388088,447,81658
1430,2021-03,Dominican Republic,AMRO,13375,7639836,224,99938
1431,2021-04,Dominican Republic,AMRO,13830,7780024,154,102047
1432,2021-05,Dominican Republic,AMRO,25696,8587978,157,110504
1433,2021-06,Dominican Republic,AMRO,32454,9297431,187,111528
1434,2021-07,Dominican Republic,AMRO,17146,10386905,141,120933
1435,2021-08,Dominican Republic,AMRO,8507,10728538,51,123506
1436,2021-09,Dominican Republic,AMRO,7965,10622607,34,120670
1437,2021-10,Dominican Republic,AMRO,22992,11451406,88,126582
1438,2021-11,Dominican Republic,AMRO,26139,11868505,75,125111
1439,2021-12,Dominican Republic,AMRO,3901,6956561,16,71644
1440,2020-01,Ecuador,AMRO,0,0,0,0
1441,2020-02,Ecuador,AMRO,5,5,0,0
1442,2020-03,Ecuador,AMRO,1957,13811,8,99
1443,2020-04,Ecuador,AMRO,22713,297705,875,11647
1444,2020-05,Ecuador,AMRO,13896,1009942,2451,73799
1445,2020-06,Ecuador,AMRO,17094,1414360,1168,117821
1446,2020-07,Ecuador,AMRO,28705,2187656,1155,159340
1447,2020-08,Ecuador,AMRO,29278,3093378,898,188786
1448,2020-09,Ecuador,AMRO,22101,3640896,4757,303560
1449,2020-10,Ecuador,AMRO,31398,4680562,1320,377823
1450,2020-11,Ecuador,AMRO,24970,5386837,791,389966
1451,2020-12,Ecuador,AMRO,19395,6284905,600,429394
1452,2021-01,Ecuador,AMRO,38267,7086480,828,444803
1453,2021-02,Ecuador,AMRO,32820,7434040,862,427685
1454,2021-03,Ecuador,AMRO,44726,9438056,1067,504527
1455,2021-04,Ecuador,AMRO,53364,10601237,1772,526123
1456,2021-05,Ecuador,AMRO,45152,12619721,1993,607980
1457,2021-06,Ecuador,AMRO,29902,13217996,978,632556
1458,2021-07,Ecuador,AMRO,30801,14648354,10068,777737
1459,2021-08,Ecuador,AMRO,14657,15341387,653,990193
1460,2021-09,Ecuador,AMRO,8037,15164323,518,975297
1461,2021-10,Ecuador,AMRO,7693,15909869,216,1019469
1462,2021-11,Ecuador,AMRO,9869,15651977,256,992047
1463,2021-12,Ecuador,AMRO,7376,9018967,336,568981
1464,2020-01,Egypt,EMRO,0,0,0,0
1465,2020-02,Egypt,EMRO,5,80,0,0
1466,2020-03,Egypt,EMRO,651,6627,41,298
1467,2020-04,Egypt,EMRO,4612,78559,339,5671
1468,2020-05,Egypt,EMRO,18181,384545,533,18980
1469,2020-06,Egypt,EMRO,43305,1363521,1959,52765
1470,2020-07,Egypt,EMRO,27003,2589808,1902,123421
1471,2020-08,Egypt,EMRO,4970,2986205,625,158744
1472,2020-09,Egypt,EMRO,4352,3034581,515,170161
1473,2020-10,Egypt,EMRO,4306,3259111,344,188875
1474,2020-11,Egypt,EMRO,8156,3330942,378,193505
1475,2020-12,Egypt,EMRO,21103,3837708,940,217476
1476,2021-01,Egypt,EMRO,28774,4764402,1687,262431
1477,2021-02,Egypt,EMRO,16411,4862442,1376,279324
1478,2021-03,Egypt,EMRO,19603,5941506,1317,351447
1479,2021-04,Egypt,EMRO,25099,6409797,1322,378129
1480,2021-05,Egypt,EMRO,35135,7580269,1769,441490
1481,2021-06,Egypt,EMRO,19365,8199745,1101,469697
1482,2021-07,Egypt,EMRO,3184,8779759,370,508298
1483,2021-08,Egypt,EMRO,3947,8855295,209,515298
1484,2021-09,Egypt,EMRO,15621,8849029,567,508232
1485,2021-10,Egypt,EMRO,26301,9823689,1298,555331
1486,2021-11,Egypt,EMRO,27545,10331585,1820,585993
1487,2021-12,Egypt,EMRO,13190,5843363,743,333499
1488,2020-01,El Salvador,AMRO,0,0,0,0
1489,2020-02,El Salvador,AMRO,0,0,0,0
1490,2020-03,El Salvador,AMRO,30,125,0,0
1491,2020-04,El Salvador,AMRO,347,4955,9,169
1492,2020-05,El Salvador,AMRO,2018,39140,35,749
1493,2020-06,El Salvador,AMRO,3778,118863,120,2496
1494,2020-07,El Salvador,AMRO,10057,337456,275,9260
1495,2020-08,El Salvador,AMRO,9405,683016,274,18385
1496,2020-09,El Salvador,AMRO,3346,814669,126,23596
1497,2020-10,El Salvador,AMRO,4464,963254,132,28129
1498,2020-11,El Salvador,AMRO,4960,1085678,140,31229
1499,2020-12,El Salvador,AMRO,7555,1305520,216,37728
1500,2021-01,El Salvador,AMRO,8029,1557223,287,45590
1501,2021-02,El Salvador,AMRO,5877,1607822,233,48624
1502,2021-03,El Salvador,AMRO,4565,1927685,159,60300
1503,2021-04,El Salvador,AMRO,4767,2002762,114,61900
1504,2021-05,El Salvador,AMRO,4048,2205606,125,67648
1505,2021-06,El Salvador,AMRO,5520,2274379,131,69217
1506,2021-07,El Salvador,AMRO,7854,2551623,237,76887
1507,2021-08,El Salvador,AMRO,7440,2806880,296,86102
1508,2021-09,El Salvador,AMRO,10288,2980203,313,91751
1509,2021-10,El Salvador,AMRO,9074,3382014,400,106742
1510,2021-11,El Salvador,AMRO,6381,3506461,152,111528
1511,2021-12,El Salvador,AMRO,1464,2042373,28,64413
1512,2020-01,Equatorial Guinea,AFRO,0,0,0,0
1513,2020-02,Equatorial Guinea,AFRO,0,0,0,0
1514,2020-03,Equatorial Guinea,AFRO,14,124,0,0
1515,2020-04,Equatorial Guinea,AFRO,301,2526,1,8
1516,2020-05,Equatorial Guinea,AFRO,728,21232,11,221
1517,2020-06,Equatorial Guinea,AFRO,0,31290,0,360
1518,2020-07,Equatorial Guinea,AFRO,1307,51938,29,807
1519,2020-08,Equatorial Guinea,AFRO,2591,150443,42,2573
1520,2020-09,Equatorial Guinea,AFRO,87,149884,0,2490
1521,2020-10,Equatorial Guinea,AFRO,55,157023,0,2573
1522,2020-11,Equatorial Guinea,AFRO,70,153415,2,2540
1523,2020-12,Equatorial Guinea,AFRO,111,161182,1,2639
1524,2021-01,Equatorial Guinea,AFRO,252,165944,0,2666
1525,2021-02,Equatorial Guinea,AFRO,489,159571,5,2457
1526,2021-03,Equatorial Guinea,AFRO,909,202993,11,3041
1527,2021-04,Equatorial Guinea,AFRO,780,218234,10,3166
1528,2021-05,Equatorial Guinea,AFRO,835,247062,6,3493
1529,2021-06,Equatorial Guinea,AFRO,205,259766,3,3580
1530,2021-07,Equatorial Guinea,AFRO,146,273339,2,3798
1531,2021-08,Equatorial Guinea,AFRO,446,279544,1,3815
1532,2021-09,Equatorial Guinea,AFRO,2888,319777,22,4011
1533,2021-10,Equatorial Guinea,AFRO,1154,398653,21,4866
1534,2021-11,Equatorial Guinea,AFRO,211,404443,6,5073
1535,2021-12,Equatorial Guinea,AFRO,38,231270,2,2975
1536,2020-01,Eritrea,AFRO,0,0,0,0
1537,2020-02,Eritrea,AFRO,0,0,0,0
1538,2020-03,Eritrea,AFRO,15,54,0,0
1539,2020-04,Eritrea,AFRO,24,995,0,0
1540,2020-05,Eritrea,AFRO,0,1209,0,0
1541,2020-06,Eritrea,AFRO,152,2931,0,0
1542,2020-07,Eritrea,AFRO,88,7414,0,0
1543,2020-08,Eritrea,AFRO,39,9136,0,0
1544,2020-09,Eritrea,AFRO,57,10608,0,0
1545,2020-10,Eritrea,AFRO,88,13253,0,0
1546,2020-11,Eritrea,AFRO,114,15431,0,0
1547,2020-12,Eritrea,AFRO,675,24035,1,11
1548,2021-01,Eritrea,AFRO,883,53587,6,168
1549,2021-02,Eritrea,AFRO,712,70269,0,196
1550,2021-03,Eritrea,AFRO,432,94665,2,258
1551,2021-04,Eritrea,AFRO,392,104450,1,300
1552,2021-05,Eritrea,AFRO,390,119107,4,394
1553,2021-06,Eritrea,AFRO,1875,150557,9,520
1554,2021-07,Eritrea,AFRO,609,196394,11,919
1555,2021-08,Eritrea,AFRO,97,204645,4,1124
1556,2021-09,Eritrea,AFRO,67,199982,4,1201
1557,2021-10,Eritrea,AFRO,122,209714,3,1354
1558,2021-11,Eritrea,AFRO,510,212226,15,1533
1559,2021-12,Eritrea,AFRO,372,128221,5,1056
1560,2020-01,Estonia,EURO,0,0,0,0
1561,2020-02,Estonia,EURO,1,2,0,0
1562,2020-03,Estonia,EURO,714,6615,3,10
1563,2020-04,Estonia,EURO,951,40112,47,930
1564,2020-05,Estonia,EURO,199,54825,13,1862
1565,2020-06,Estonia,EURO,122,58605,0,1890
1566,2020-07,Estonia,EURO,64,62471,0,1953
1567,2020-08,Estonia,EURO,322,68170,1,1960
1568,2020-09,Estonia,EURO,942,82987,0,1920
1569,2020-10,Estonia,EURO,1456,124265,9,2142
1570,2020-11,Estonia,EURO,7281,234328,39,2509
1571,2020-12,Estonia,EURO,15938,606540,117,5087
1572,2021-01,Estonia,EURO,16218,1127645,190,10012
1573,2021-02,Estonia,EURO,21392,1495578,170,14020
1574,2021-03,Estonia,EURO,40824,2713051,313,22987
1575,2021-04,Estonia,EURO,15595,3472209,256,31663
1576,2021-05,Estonia,EURO,7525,3927342,94,37739
1577,2021-06,Estonia,EURO,1520,3916224,17,37975
1578,2021-07,Estonia,EURO,2493,4089080,3,39386
1579,2021-08,Estonia,EURO,8399,4260120,20,39696
1580,2021-09,Estonia,EURO,14301,4455142,65,39635
1581,2021-10,Estonia,EURO,37712,5349132,174,44223
1582,2021-11,Estonia,EURO,28615,6358654,269,50522
1583,2021-12,Estonia,EURO,8533,3857932,74,31274
1584,2020-01,Eswatini,AFRO,0,0,0,0
1585,2020-02,Eswatini,AFRO,0,0,0,0
1586,2020-03,Eswatini,AFRO,9,103,0,0
1587,2020-04,Eswatini,AFRO,82,751,1,14
1588,2020-05,Eswatini,AFRO,192,5952,1,56
1589,2020-06,Eswatini,AFRO,512,15258,9,141
1590,2020-07,Eswatini,AFRO,1782,48667,29,671
1591,2020-08,Eswatini,AFRO,1984,113773,51,2133
1592,2020-09,Eswatini,AFRO,901,152680,17,3017
1593,2020-10,Eswatini,AFRO,447,177290,9,3538
1594,2020-11,Eswatini,AFRO,501,183405,4,3553
1595,2020-12,Eswatini,AFRO,2736,224322,64,4275
1596,2021-01,Eswatini,AFRO,6520,388089,377,11341
1597,2021-02,Eswatini,AFRO,1336,460993,88,17417
1598,2021-03,Eswatini,AFRO,331,534007,17,20497
1599,2021-04,Eswatini,AFRO,1125,539951,4,20093
1600,2021-05,Eswatini,AFRO,133,573986,2,20818
1601,2021-06,Eswatini,AFRO,493,563508,5,20272
1602,2021-07,Eswatini,AFRO,6431,653167,101,22083
1603,2021-08,Eswatini,AFRO,17539,1104021,315,28988
1604,2021-09,Eswatini,AFRO,2850,1348582,123,35324
1605,2021-10,Eswatini,AFRO,499,1434795,25,38213
1606,2021-11,Eswatini,AFRO,179,1394381,6,37367
1607,2021-12,Eswatini,AFRO,11260,856426,7,21241
1608,2020-01,Ethiopia,AFRO,0,0,0,0
1609,2020-02,Ethiopia,AFRO,0,0,0,0
1610,2020-03,Ethiopia,AFRO,23,223,0,0
1611,2020-04,Ethiopia,AFRO,107,2451,3,66
1612,2020-05,Ethiopia,AFRO,933,11732,5,151
1613,2020-06,Ethiopia,AFRO,4783,101933,95,1591
1614,2020-07,Ethiopia,AFRO,10769,296713,160,4963
1615,2020-08,Ethiopia,AFRO,34507,963972,530,16281
1616,2020-09,Ethiopia,AFRO,23462,1941486,398,30652
1617,2020-10,Ethiopia,AFRO,21205,2682935,273,41158
1618,2020-11,Ethiopia,AFRO,13745,3075471,236,47361
1619,2020-12,Ethiopia,AFRO,14322,3635622,218,56222
1620,2021-01,Ethiopia,AFRO,13165,4038625,173,62490
1621,2021-02,Ethiopia,AFRO,21032,4116889,263,61831
1622,2021-03,Ethiopia,AFRO,46468,5540226,487,79669
1623,2021-04,Ethiopia,AFRO,51897,7026936,817,97985
1624,2021-05,Ethiopia,AFRO,14927,8222594,497,122669
1625,2021-06,Ethiopia,AFRO,4692,8226000,165,127495
1626,2021-07,Ethiopia,AFRO,3987,8604265,63,134884
1627,2021-08,Ethiopia,AFRO,26786,9014547,277,139366
1628,2021-09,Ethiopia,AFRO,37512,9802983,874,151074
1629,2021-10,Ethiopia,AFRO,20638,11065900,917,189317
1630,2021-11,Ethiopia,AFRO,6386,11061217,299,198456
1631,2021-12,Ethiopia,AFRO,3056,6335406,105,115794
1632,2020-01,Falkland Islands (Malvinas),AMRO,0,0,0,0
1633,2020-02,Falkland Islands (Malvinas),AMRO,0,0,0,0
1634,2020-03,Falkland Islands (Malvinas),AMRO,0,0,0,0
1635,2020-04,Falkland Islands (Malvinas),AMRO,13,226,0,0
1636,2020-05,Falkland Islands (Malvinas),AMRO,0,403,0,0
1637,2020-06,Falkland Islands (Malvinas),AMRO,0,390,0,0
1638,2020-07,Falkland Islands (Malvinas),AMRO,0,403,0,0
1639,2020-08,Falkland Islands (Malvinas),AMRO,0,403,0,0
1640,2020-09,Falkland Islands (Malvinas),AMRO,0,390,0,0
1641,2020-10,Falkland Islands (Malvinas),AMRO,0,403,0,0
1642,2020-11,Falkland Islands (Malvinas),AMRO,4,442,0,0
1643,2020-12,Falkland Islands (Malvinas),AMRO,12,677,0,0
1644,2021-01,Falkland Islands (Malvinas),AMRO,11,1004,0,0
1645,2021-02,Falkland Islands (Malvinas),AMRO,11,1326,0,0
1646,2021-03,Falkland Islands (Malvinas),AMRO,0,1581,0,0
1647,2021-04,Falkland Islands (Malvinas),AMRO,9,1726,0,0
1648,2021-05,Falkland Islands (Malvinas),AMRO,0,1860,0,0
1649,2021-06,Falkland Islands (Malvinas),AMRO,0,1800,0,0
1650,2021-07,Falkland Islands (Malvinas),AMRO,0,1860,0,0
1651,2021-08,Falkland Islands (Malvinas),AMRO,4,1968,0,0
1652,2021-09,Falkland Islands (Malvinas),AMRO,3,1950,0,0
1653,2021-10,Falkland Islands (Malvinas),AMRO,2,2123,0,0
1654,2021-11,Falkland Islands (Malvinas),AMRO,10,2316,0,0
1655,2021-12,Falkland Islands (Malvinas),AMRO,1,1351,0,0
1656,2020-01,Faroe Islands,EURO,0,0,0,0
1657,2020-02,Faroe Islands,EURO,0,0,0,0
1658,2020-03,Faroe Islands,EURO,168,1712,0,0
1659,2020-04,Faroe Islands,EURO,19,5506,0,0
1660,2020-05,Faroe Islands,EURO,0,5797,0,0
1661,2020-06,Faroe Islands,EURO,0,5610,0,0
1662,2020-07,Faroe Islands,EURO,38,6020,0,0
1663,2020-08,Faroe Islands,EURO,186,10569,0,0
1664,2020-09,Faroe Islands,EURO,52,12890,0,0
1665,2020-10,Faroe Islands,EURO,31,14941,0,0
1666,2020-11,Faroe Islands,EURO,8,14930,0,0
1667,2020-12,Faroe Islands,EURO,103,16632,0,0
1668,2021-01,Faroe Islands,EURO,49,19934,1,25
1669,2021-02,Faroe Islands,EURO,4,18388,0,28
1670,2021-03,Faroe Islands,EURO,3,20462,0,31
1671,2021-04,Faroe Islands,EURO,2,19856,0,30
1672,2021-05,Faroe Islands,EURO,55,20966,0,31
1673,2021-06,Faroe Islands,EURO,57,22632,0,30
1674,2021-07,Faroe Islands,EURO,207,27544,0,31
1675,2021-08,Faroe Islands,EURO,18,30768,1,61
1676,2021-09,Faroe Islands,EURO,161,31650,0,60
1677,2021-10,Faroe Islands,EURO,921,44346,0,62
1678,2021-11,Faroe Islands,EURO,1471,87765,11,258
1679,2021-12,Faroe Islands,EURO,1017,69955,0,221
1680,2020-01,Fiji,WPRO,0,0,0,0
1681,2020-02,Fiji,WPRO,0,0,0,0
1682,2020-03,Fiji,WPRO,5,47,0,0
1683,2020-04,Fiji,WPRO,13,452,0,0
1684,2020-05,Fiji,WPRO,0,558,0,0
1685,2020-06,Fiji,WPRO,0,540,0,0
1686,2020-07,Fiji,WPRO,9,743,0,0
1687,2020-08,Fiji,WPRO,1,855,2,37
1688,2020-09,Fiji,WPRO,4,945,0,60
1689,2020-10,Fiji,WPRO,2,1004,0,62
1690,2020-11,Fiji,WPRO,4,1054,0,60
1691,2020-12,Fiji,WPRO,11,1400,0,62
1692,2021-01,Fiji,WPRO,6,1649,0,62
1693,2021-02,Fiji,WPRO,4,1573,0,56
1694,2021-03,Fiji,WPRO,8,2022,0,62
1695,2021-04,Fiji,WPRO,49,2311,0,60
1696,2021-05,Fiji,WPRO,285,5966,2,105
1697,2021-06,Fiji,WPRO,3743,48929,17,219
1698,2021-07,Fiji,WPRO,24516,464739,212,3129
1699,2021-08,Fiji,WPRO,17551,1232331,256,11549
1700,2021-09,Fiji,WPRO,4742,1476246,135,16512
1701,2021-10,Fiji,WPRO,1188,1601683,50,20361
1702,2021-11,Fiji,WPRO,365,1571288,22,20592
1703,2021-12,Fiji,WPRO,98,893646,1,11848
1704,2020-01,Finland,EURO,1,4,0,0
1705,2020-02,Finland,EURO,7,64,0,0
1706,2020-03,Finland,EURO,1664,16931,51,294
1707,2020-04,Finland,EURO,3664,111197,205,5062
1708,2020-05,Finland,EURO,1638,198200,49,9063
1709,2020-06,Finland,EURO,285,214188,4,9176
1710,2020-07,Finland,EURO,208,227978,3,9595
1711,2020-08,Finland,EURO,735,242958,2,9715
1712,2020-09,Finland,EURO,2035,270505,15,9687
1713,2020-10,Finland,EURO,6202,417269,21,10558
1714,2020-11,Finland,EURO,9075,610314,92,11507
1715,2020-12,Finland,EURO,10899,987358,150,16467
1716,2021-01,Finland,EURO,9123,1260317,111,20340
1717,2021-02,Finland,EURO,12555,1440217,81,20733
1718,2021-03,Finland,EURO,19959,2129571,98,25872
1719,2021-04,Finland,EURO,9090,2502705,50,27256
1720,2021-05,Finland,EURO,5588,2798733,43,29590
1721,2021-06,Finland,EURO,3297,2827073,9,29416
1722,2021-07,Finland,EURO,11461,3114770,21,30725
1723,2021-08,Finland,EURO,20525,3672062,52,31960
1724,2021-09,Finland,EURO,14137,4062513,61,32533
1725,2021-10,Finland,EURO,17310,4683679,123,36616
1726,2021-11,Finland,EURO,28920,5186878,196,40408
1727,2021-12,Finland,EURO,24940,3422037,17,24650
1728,2020-01,France,EURO,6,30,0,0
1729,2020-02,France,EURO,51,375,2,18
1730,2020-03,France,EURO,43920,350610,3015,18061
1731,2020-04,France,EURO,83089,2915514,21037,463785
1732,2020-05,France,EURO,21170,4336765,4663,838654
1733,2020-06,France,EURO,11138,4632457,1013,880510
1734,2020-07,France,EURO,20620,5187770,406,928880
1735,2020-08,France,EURO,111684,6891546,331,939003
1736,2020-09,France,EURO,295067,13059071,1223,928009
1737,2020-10,France,EURO,925313,29990426,4573,1030828
1738,2020-11,France,EURO,673758,59163636,15702,1327140
1739,2020-12,France,EURO,379156,73651707,12039,1810009
1740,2021-01,France,EURO,549570,88048251,11462,2153418
1741,2021-02,France,EURO,480930,94199962,10380,2272469
1742,2021-03,France,EURO,836770,123024941,8890,2800344
1743,2021-04,France,EURO,770378,145831286,8775,2976741
1744,2021-05,France,EURO,363594,167689697,5047,3302540
1745,2021-06,France,EURO,95959,168920180,1550,3285923
1746,2021-07,France,EURO,309437,178518465,649,3423247
1747,2021-08,France,EURO,583848,195080604,1863,3459630
1748,2021-09,France,EURO,238638,201156244,1773,3409260
1749,2021-10,France,EURO,143147,212720250,839,3560385
1750,2021-11,France,EURO,456896,213177129,1313,3473943
1751,2021-12,France,EURO,823426,132910287,2087,1998225
1752,2020-01,French Guiana,AMRO,0,0,0,0
1753,2020-02,French Guiana,AMRO,0,0,0,0
1754,2020-03,French Guiana,AMRO,43,392,0,0
1755,2020-04,French Guiana,AMRO,82,2633,1,10
1756,2020-05,French Guiana,AMRO,311,6652,0,31
1757,2020-06,French Guiana,AMRO,3338,48751,14,142
1758,2020-07,French Guiana,AMRO,3954,190792,28,940
1759,2020-08,French Guiana,AMRO,1348,263671,15,1592
1760,2020-09,French Guiana,AMRO,853,286581,8,1903
1761,2020-10,French Guiana,AMRO,496,316568,4,2131
1762,2020-11,French Guiana,AMRO,754,325495,0,2100
1763,2020-12,French Guiana,AMRO,1866,372939,1,2197
1764,2021-01,French Guiana,AMRO,3038,455259,5,2304
1765,2021-02,French Guiana,AMRO,544,459105,9,2249
1766,2021-03,French Guiana,AMRO,295,519450,4,2699
1767,2021-04,French Guiana,AMRO,2342,538273,11,2868
1768,2021-05,French Guiana,AMRO,4499,668834,16,3362
1769,2021-06,French Guiana,AMRO,3652,775433,29,4002
1770,2021-07,French Guiana,AMRO,2749,891224,42,5069
1771,2021-08,French Guiana,AMRO,4611,997805,30,6210
1772,2021-09,French Guiana,AMRO,6070,1129997,45,7067
1773,2021-10,French Guiana,AMRO,3784,1336836,46,9010
1774,2021-11,French Guiana,AMRO,1355,1361445,19,9585
1775,2021-12,French Guiana,AMRO,706,787283,8,5616
1776,2020-01,French Polynesia,WPRO,0,0,0,0
1777,2020-02,French Polynesia,WPRO,0,0,0,0
1778,2020-03,French Polynesia,WPRO,36,360,0,0
1779,2020-04,French Polynesia,WPRO,22,1534,0,0
1780,2020-05,French Polynesia,WPRO,2,1850,0,0
1781,2020-06,French Polynesia,WPRO,2,1806,0,0
1782,2020-07,French Polynesia,WPRO,0,1922,0,0
