,Date,Country,WHO_Region,New_Cases,Cumulative_Cases,New_Deaths,Cumulative_Deaths
0,2020-01,Afghanistan,EMRO,0,0,0,0
1,2020-02,Afghanistan,EMRO,5,30,0,0
2,2020-03,Afghanistan,EMRO,161,1135,4,21
3,2020-04,Afghanistan,EMRO,1661,25152,56,812
4,2020-05,Afghanistan,EMRO,13353,222720,194,4924
5,2020-06,Afghanistan,EMRO,16265,751685,485,14982
6,2020-07,Afghanistan,EMRO,5183,1079412,536,33439
7,2020-08,Afghanistan,EMRO,1620,1165099,131,42108
8,2020-09,Afghanistan,EMRO,1106,1166401,56,43060
9,2020-10,Afghanistan,EMRO,1980,1246695,71,46274
10,2020-11,Afghanistan,EMRO,4881,1303865,230,48777
11,2020-12,Afghanistan,EMRO,6115,1539551,426,62050
12,2021-01,Afghanistan,EMRO,2693,1671259,211,71891
13,2021-02,Afghanistan,EMRO,691,1553102,43,67864
14,2021-03,Afghanistan,EMRO,740,1737068,41,76227
15,2021-04,Afghanistan,EMRO,3291,1733260,141,76300
16,2021-05,Afghanistan,EMRO,12093,1991950,319,85386
17,2021-06,Afghanistan,EMRO,46821,2848717,1927,114208
18,2021-07,Afghanistan,EMRO,28495,4241348,1837,184478
19,2021-08,Afghanistan,EMRO,6066,4696019,410,216817
20,2021-09,Afghanistan,EMRO,1832,4627372,86,215207
21,2021-10,Afghanistan,EMRO,1036,4822713,68,224375
22,2021-11,Afghanistan,EMRO,1172,4699256,36,218843
23,2021-12,Afghanistan,EMRO,400,2520276,21,117097
24,2020-01,Albania,EURO,0,0,0,0
25,2020-02,Albania,EURO,0,0,0,0
26,2020-03,Albania,EURO,205,1476,12,73
27,2020-04,Albania,EURO,530,14210,18,683
28,2020-05,Albania,EURO,363,27597,2,944
29,2020-06,Albania,EURO,1437,50672,30,1215
30,2020-07,Albania,EURO,2662,118290,92,3252
31,2020-08,Albania,EURO,4183,226041,126,6818
32,2020-09,Albania,EURO,4138,346012,104,10183
33,2020-10,Albania,EURO,7116,515858,118,13609
34,2020-11,Albania,EURO,16991,848941,296,18938
35,2020-12,Albania,EURO,20102,1520375,376,31486
36,2021-01,Albania,EURO,19524,2068759,195,39286
37,2021-02,Albania,EURO,28964,2581735,406,43621
38,2021-03,Albania,EURO,18508,3634197,452,63371
39,2021-04,Albania,EURO,6254,3859732,162,69728
40,2021-05,Albania,EURO,1332,4087926,61,75210
41,2021-06,Albania,EURO,205,3973341,6,73600
42,2021-07,Albania,EURO,522,4113402,1,76139
43,2021-08,Albania,EURO,12297,4249567,38,76545
44,2021-09,Albania,EURO,24129,4761160,190,76986
45,2021-10,Albania,EURO,15425,5496629,231,86980
46,2021-11,Albania,EURO,14863,5787816,176,90094
47,2021-12,Albania,EURO,5178,3442942,64,53107
48,2020-01,Algeria,AFRO,0,0,0,0
49,2020-02,Algeria,AFRO,5,25,0,0
50,2020-03,Algeria,AFRO,506,3925,31,268
51,2020-04,Algeria,AFRO,3337,66006,413,8758
52,2020-05,Algeria,AFRO,5419,206007,202,16698
53,2020-06,Algeria,AFRO,4304,333306,259,23341
54,2020-07,Algeria,AFRO,16260,657194,295,32412
55,2020-08,Algeria,AFRO,14315,1170203,301,42089
56,2020-09,Algeria,AFRO,7222,1450828,225,48730
57,2020-10,Algeria,AFRO,5964,1674170,223,56891
58,2020-11,Algeria,AFRO,23880,2037777,444,64563
59,2020-12,Algeria,AFRO,18099,2866995,358,80889
60,2021-01,Algeria,AFRO,7811,3202506,137,87586
61,2021-02,Algeria,AFRO,5838,3091184,91,82213
62,2021-03,Algeria,AFRO,4101,3573660,110,94200
63,2021-04,Algeria,AFRO,4805,3576324,155,94530
64,2021-05,Algeria,AFRO,6859,3883598,221,104332
65,2021-06,Algeria,AFRO,10504,4020183,243,107650
66,2021-07,Algeria,AFRO,29439,4699944,481,121320
67,2021-08,Algeria,AFRO,26906,5762376,1051,147970
68,2021-09,Algeria,AFRO,7624,6007744,565,167739
69,2021-10,Algeria,AFRO,3160,6355136,113,181805
70,2021-11,Algeria,AFRO,3986,6245285,146,179630
71,2021-12,Algeria,AFRO,3401,3605403,107,104047
72,2020-01,American Samoa,WPRO,0,0,0,0
73,2020-02,American Samoa,WPRO,0,0,0,0
74,2020-03,American Samoa,WPRO,0,0,0,0
75,2020-04,American Samoa,WPRO,0,0,0,0
76,2020-05,American Samoa,WPRO,0,0,0,0
77,2020-06,American Samoa,WPRO,0,0,0,0
78,2020-07,American Samoa,WPRO,0,0,0,0
79,2020-08,American Samoa,WPRO,0,0,0,0
80,2020-09,American Samoa,WPRO,0,0,0,0
81,2020-10,American Samoa,WPRO,0,0,0,0
82,2020-11,American Samoa,WPRO,0,0,0,0
83,2020-12,American Samoa,WPRO,0,0,0,0
84,2021-01,American Samoa,WPRO,0,0,0,0
85,2021-02,American Samoa,WPRO,0,0,0,0
86,2021-03,American Samoa,WPRO,0,0,0,0
87,2021-04,American Samoa,WPRO,0,0,0,0
88,2021-05,American Samoa,WPRO,0,0,0,0
89,2021-06,American Samoa,WPRO,0,0,0,0
90,2021-07,American Samoa,WPRO,0,0,0,0
91,2021-08,American Samoa,WPRO,0,0,0,0
92,2021-09,American Samoa,WPRO,1,12,0,0
93,2021-10,American Samoa,WPRO,3,96,0,0
94,2021-11,American Samoa,WPRO,6,143,0,0
95,2021-12,American Samoa,WPRO,0,170,0,0
96,2020-01,Andorra,EURO,0,0,0,0
97,2020-02,Andorra,EURO,0,0,0,0
98,2020-03,Andorra,EURO,376,2851,12,42
99,2020-04,Andorra,EURO,368,18891,30,893
100,2020-05,Andorra,EURO,20,23493,9,1510
101,2020-06,Andorra,EURO,91,25420,1,1544
102,2020-07,Andorra,EURO,67,27115,0,1612
103,2020-08,Andorra,EURO,202,31215,1,1631
104,2020-09,Andorra,EURO,842,44410,0,1590
105,2020-10,Andorra,EURO,2699,100361,22,1873
106,2020-11,Andorra,EURO,2047,172918,1,2265
107,2020-12,Andorra,EURO,1271,228843,8,2470
108,2021-01,Andorra,EURO,1902,277452,17,2790
109,2021-02,Andorra,EURO,964,292483,9,2977
110,2021-03,Andorra,EURO,1095,351329,5,3494
111,2021-04,Andorra,EURO,1254,379411,10,3628
112,2021-05,Andorra,EURO,495,418514,2,3933
113,2021-06,Andorra,EURO,207,414603,0,3810
114,2021-07,Andorra,EURO,778,441609,1,3938
115,2021-08,Andorra,EURO,354,462240,2,3997
116,2021-09,Andorra,EURO,177,453300,0,3900
117,2021-10,Andorra,EURO,307,475700,0,4030
118,2021-11,Andorra,EURO,1599,480024,1,3906
119,2021-12,Andorra,EURO,3434,320940,3,2257
120,2020-01,Angola,AFRO,0,0,0,0
121,2020-02,Angola,AFRO,0,0,0,0
122,2020-03,Angola,AFRO,7,27,1,1
123,2020-04,Angola,AFRO,20,570,1,60
124,2020-05,Angola,AFRO,57,1578,2,81
125,2020-06,Angola,AFRO,192,4434,7,199
126,2020-07,Angola,AFRO,833,19296,40,880
127,2020-08,Angola,AFRO,1515,57564,56,2570
128,2020-09,Angola,AFRO,2281,109025,72,4189
129,2020-10,Angola,AFRO,5653,227427,100,7179
130,2020-11,Angola,AFRO,4545,400087,67,9572
131,2020-12,Angola,AFRO,2268,505431,53,11618
132,2021-01,Angola,AFRO,2411,577893,65,13415
133,2021-02,Angola,AFRO,1000,568497,42,13653
134,2021-03,Angola,AFRO,1400,664748,30,16166
135,2021-04,Angola,AFRO,4249,721730,58,16792
136,2021-05,Angola,AFRO,7935,940308,170,20809
137,2021-06,Angola,AFRO,4316,1105482,130,25075
138,2021-07,Angola,AFRO,3964,1257040,114,29481
139,2021-08,Angola,AFRO,4685,1389714,202,34157
140,2021-09,Angola,AFRO,9252,1541954,327,40927
141,2021-10,Angola,AFRO,7791,1921940,171,51066
142,2021-11,Angola,AFRO,781,1945898,25,51758
143,2021-12,Angola,AFRO,411,1110755,4,29508
144,2020-01,Anguilla,AMRO,0,0,0,0
145,2020-02,Anguilla,AMRO,0,0,0,0
146,2020-03,Anguilla,AMRO,2,12,0,0
147,2020-04,Anguilla,AMRO,1,86,0,0
148,2020-05,Anguilla,AMRO,0,93,0,0
149,2020-06,Anguilla,AMRO,0,90,0,0
150,2020-07,Anguilla,AMRO,0,93,0,0
151,2020-08,Anguilla,AMRO,0,93,0,0
152,2020-09,Anguilla,AMRO,0,90,0,0
153,2020-10,Anguilla,AMRO,0,93,0,0
154,2020-11,Anguilla,AMRO,3,100,0,0
155,2020-12,Anguilla,AMRO,7,300,0,0
156,2021-01,Anguilla,AMRO,4,469,0,0
157,2021-02,Anguilla,AMRO,1,495,0,0
158,2021-03,Anguilla,AMRO,7,642,0,0
159,2021-04,Anguilla,AMRO,66,1116,0,0
160,2021-05,Anguilla,AMRO,18,3233,0,0
161,2021-06,Anguilla,AMRO,0,3270,0,0
162,2021-07,Anguilla,AMRO,5,3466,0,0
163,2021-08,Anguilla,AMRO,103,4414,0,0
164,2021-09,Anguilla,AMRO,172,9526,1,9
165,2021-10,Anguilla,AMRO,503,19949,0,31
166,2021-11,Anguilla,AMRO,442,34460,2,68
167,2021-12,Anguilla,AMRO,258,25117,1,61
168,2020-01,Antigua and Barbuda,AMRO,0,0,0,0
169,2020-02,Antigua and Barbuda,AMRO,0,0,0,0
170,2020-03,Antigua and Barbuda,AMRO,7,95,0,0
171,2020-04,Antigua and Barbuda,AMRO,17,570,3,55
172,2020-05,Antigua and Barbuda,AMRO,1,772,0,93
173,2020-06,Antigua and Barbuda,AMRO,40,845,0,90
174,2020-07,Antigua and Barbuda,AMRO,26,2317,0,93
175,2020-08,Antigua and Barbuda,AMRO,3,2877,0,93
176,2020-09,Antigua and Barbuda,AMRO,7,2878,0,90
177,2020-10,Antigua and Barbuda,AMRO,26,3547,0,93
178,2020-11,Antigua and Barbuda,AMRO,14,4029,1,106
179,2020-12,Antigua and Barbuda,AMRO,17,4627,1,141
180,2021-01,Antigua and Barbuda,AMRO,60,5656,2,173
181,2021-02,Antigua and Barbuda,AMRO,508,12218,7,272
182,2021-03,Antigua and Barbuda,AMRO,410,29517,14,756
183,2021-04,Antigua and Barbuda,AMRO,88,35903,4,905
184,2021-05,Antigua and Barbuda,AMRO,36,38637,10,1172
185,2021-06,Antigua and Barbuda,AMRO,3,37881,0,1260
186,2021-07,Antigua and Barbuda,AMRO,40,39432,1,1310
187,2021-08,Antigua and Barbuda,AMRO,410,44245,1,1335
188,2021-09,Antigua and Barbuda,AMRO,1447,69704,32,1582
189,2021-10,Antigua and Barbuda,AMRO,880,117450,26,2880
190,2021-11,Antigua and Barbuda,AMRO,101,123298,15,3245
191,2021-12,Antigua and Barbuda,AMRO,37,70627,0,1989
192,2020-01,Argentina,AMRO,0,0,0,0
193,2020-02,Argentina,AMRO,0,0,0,0
194,2020-03,Argentina,AMRO,820,5502,20,122
195,2020-04,Argentina,AMRO,3381,73473,187,3189
196,2020-05,Argentina,AMRO,10501,251228,303,11002
197,2020-06,Argentina,AMRO,45231,997532,735,25460
198,2020-07,Argentina,AMRO,119063,3478895,2066,65430
199,2020-08,Argentina,AMRO,222243,8794677,5090,175372
200,2020-09,Argentina,AMRO,321893,16884533,7712,356690
201,2020-10,Argentina,AMRO,420668,29088414,14329,766937
202,2020-11,Argentina,AMRO,269575,38789194,7880,1047383
203,2020-12,Argentina,AMRO,188788,46750291,4696,1268915
204,2021-01,Argentina,AMRO,313199,54702401,4757,1402531
205,2021-02,Argentina,AMRO,188835,56411909,4171,1400507
206,2021-03,Argentina,AMRO,218414,68331386,3665,1668737
207,2021-04,Argentina,AMRO,606279,78166032,7336,1758670
208,2021-05,Argentina,AMRO,803373,102221977,14161,2167867
209,2021-06,Argentina,AMRO,691373,123677155,16034,2568766
210,2021-07,Argentina,AMRO,482289,145460439,11971,3097249
211,2021-08,Argentina,AMRO,267606,157038662,6270,3371307
212,2021-09,Argentina,AMRO,80234,156755803,3655,3408400
213,2021-10,Argentina,AMRO,34494,163395012,904,3583155
214,2021-11,Argentina,AMRO,38189,159188108,587,3487287
215,2021-12,Argentina,AMRO,44893,90902848,328,1983849
216,2020-01,Armenia,EURO,0,0,0,0
217,2020-02,Armenia,EURO,0,0,0,0
218,2020-03,Armenia,EURO,532,3923,3,9
219,2020-04,Armenia,EURO,1534,36511,29,522
220,2020-05,Armenia,EURO,7216,151445,99,2012
221,2020-06,Armenia,EURO,16260,520967,312,8744
222,2020-07,Armenia,EURO,13008,1026463,295,18701
223,2020-08,Armenia,EURO,5231,1286089,141,25394
224,2020-09,Armenia,EURO,6578,1398359,80,27637
225,2020-10,Armenia,EURO,39454,2012415,382,33744
226,2020-11,Armenia,EURO,45311,3480514,823,53074
227,2020-12,Armenia,EURO,24285,4636215,659,78705
228,2021-01,Armenia,EURO,7617,5076072,257,92132
229,2021-02,Armenia,EURO,5032,4741148,112,87995
230,2021-03,Armenia,EURO,20581,5603135,323,102663
231,2021-04,Armenia,EURO,23425,6176164,593,114772
232,2021-05,Armenia,EURO,6606,6831987,330,133516
233,2021-06,Armenia,EURO,2425,6716751,76,134539
234,2021-07,Armenia,EURO,5015,7046167,100,141368
235,2021-08,Armenia,EURO,12025,7298355,230,146024
236,2021-09,Armenia,EURO,19562,7541311,475,152283
237,2021-10,Armenia,EURO,46629,8750263,1009,178825
238,2021-11,Armenia,EURO,30192,9833856,1239,211075
239,2021-12,Armenia,EURO,4832,5806717,318,131757
240,2020-01,Aruba,AMRO,0,0,0,0
241,2020-02,Aruba,AMRO,0,0,0,0
242,2020-03,Aruba,AMRO,50,268,0,0
243,2020-04,Aruba,AMRO,50,2576,2,29
244,2020-05,Aruba,AMRO,1,3126,1,85
245,2020-06,Aruba,AMRO,0,3030,0,90
246,2020-07,Aruba,AMRO,18,3391,0,93
247,2020-08,Aruba,AMRO,1729,28143,5,143
248,2020-09,Aruba,AMRO,2024,90141,17,561
249,2020-10,Aruba,AMRO,600,131238,12,1001
250,2020-11,Aruba,AMRO,319,139286,8,1266
251,2020-12,Aruba,AMRO,582,157283,4,1436
252,2021-01,Aruba,AMRO,1485,192092,9,1615
253,2021-02,Aruba,AMRO,946,206371,13,1853
254,2021-03,Aruba,AMRO,1490,261949,11,2431
255,2021-04,Aruba,AMRO,1291,302016,16,2757
256,2021-05,Aruba,AMRO,372,335135,9,3203
257,2021-06,Aruba,AMRO,175,332194,0,3210
258,2021-07,Aruba,AMRO,452,348237,2,3343
259,2021-08,Aruba,AMRO,2881,405110,28,3689
260,2021-09,Aruba,AMRO,983,451854,29,4644
261,2021-10,Aruba,AMRO,434,485994,5,5249
262,2021-11,Aruba,AMRO,442,482526,3,5168
263,2021-12,Aruba,AMRO,349,280246,4,2982
264,2020-01,Australia,WPRO,9,35,0,0
265,2020-02,Australia,WPRO,16,478,0,0
266,2020-03,Australia,WPRO,4334,31988,18,180
267,2020-04,Australia,WPRO,2387,186937,72,1775
268,2020-05,Australia,WPRO,439,216814,12,3048
269,2020-06,Australia,WPRO,582,221334,2,3071
270,2020-07,Australia,WPRO,8536,343601,85,3807
271,2020-08,Australia,WPRO,9367,693721,422,12093
272,2020-09,Australia,WPRO,1393,798295,271,24010
273,2020-10,Australia,WPRO,519,847457,25,27909
274,2020-11,Australia,WPRO,311,832016,0,27210
275,2020-12,Australia,WPRO,488,871033,2,28151
276,2021-01,Australia,WPRO,425,888222,0,28179
277,2021-02,Australia,WPRO,159,808871,0,25452
278,2021-03,Australia,WPRO,331,902970,0,28179
279,2021-04,Australia,WPRO,483,884804,1,27287
280,2021-05,Australia,WPRO,319,928665,0,28210
281,2021-06,Australia,WPRO,464,908595,0,27300
282,2021-07,Australia,WPRO,3347,985247,13,28318
283,2021-08,Australia,WPRO,18685,1260168,79,29716
284,2021-09,Australia,WPRO,50110,2333550,276,33675
285,2021-10,Australia,WPRO,66533,4279386,444,46624
286,2021-11,Australia,WPRO,39896,5696408,275,56478
287,2021-12,Australia,WPRO,29836,3790110,129,35186
288,2020-01,Austria,EURO,0,0,0,0
289,2020-02,Austria,EURO,3,6,0,0
290,2020-03,Austria,EURO,9263,71360,134,729
291,2020-04,Austria,EURO,6138,412221,490,12625
292,2020-05,Austria,EURO,1208,497768,72,20832
293,2020-06,Austria,EURO,1020,512154,37,21402
294,2020-07,Austria,EURO,3243,594892,15,22911
295,2020-08,Austria,EURO,6258,727884,14,23442
296,2020-09,Austria,EURO,17100,1043423,57,23467
297,2020-10,Austria,EURO,57230,2002590,359,29215
298,2020-11,Austria,EURO,177017,5906277,2345,65676
299,2020-12,Austria,EURO,77551,10002510,2783,158968
300,2021-01,Austria,EURO,53217,11963213,1506,220926
301,2021-02,Austria,EURO,43379,12023849,725,230473
302,2021-03,Austria,EURO,84675,15289428,727,275527
303,2021-04,Austria,EURO,74260,17354709,824,291475
304,2021-05,Austria,EURO,28145,19521506,370,319972
305,2021-06,Austria,EURO,6212,19313519,88,315426
306,2021-07,Austria,EURO,8302,20120376,21,327298
307,2021-08,Austria,EURO,28359,20644521,53,328170
308,2021-09,Austria,EURO,55043,21326054,223,321586
309,2021-10,Austria,EURO,84576,23934726,311,340680
310,2021-11,Austria,EURO,326040,29216993,1112,348489
311,2021-12,Austria,EURO,90618,20495274,721,215912
312,2020-01,Azerbaijan,EURO,0,0,0,0
313,2020-02,Azerbaijan,EURO,1,1,0,0
314,2020-03,Azerbaijan,EURO,189,1300,4,24
315,2020-04,Azerbaijan,EURO,1527,32345,18,389
316,2020-05,Azerbaijan,EURO,3272,94390,36,1150
317,2020-06,Azerbaijan,EURO,11435,302797,140,3644
318,2020-07,Azerbaijan,EURO,14797,765898,240,9937
319,2020-08,Azerbaijan,EURO,4953,1056060,91,15386
320,2020-09,Azerbaijan,EURO,3887,1148735,59,16856
321,2020-10,Azerbaijan,EURO,13091,1374638,120,19430
322,2020-11,Azerbaijan,EURO,60873,2304363,615,28945
323,2020-12,Azerbaijan,EURO,102559,5432104,1252,60901
324,2021-01,Azerbaijan,EURO,13351,6982525,544,90924
325,2021-02,Azerbaijan,EURO,4054,6493801,94,88852
326,2021-03,Azerbaijan,EURO,25487,7533355,325,102927
327,2021-04,Azerbaijan,EURO,58437,8759221,952,120770
328,2021-05,Azerbaijan,EURO,15951,10184503,417,147214
329,2021-06,Azerbaijan,EURO,2097,10054577,66,148563
330,2021-07,Azerbaijan,EURO,7255,10489221,49,154743
331,2021-08,Azerbaijan,EURO,77887,11573554,570,161451
332,2021-09,Azerbaijan,EURO,62025,13829294,921,184149
333,2021-10,Azerbaijan,EURO,45981,15554717,536,209322
334,2021-11,Azerbaijan,EURO,57531,16816636,784,223779
335,2021-12,Azerbaijan,EURO,21420,10187537,316,136258
336,2020-01,Bahamas,AMRO,0,0,0,0
337,2020-02,Bahamas,AMRO,0,0,0,0
338,2020-03,Bahamas,AMRO,14,96,0,0
339,2020-04,Bahamas,AMRO,66,1474,11,219
340,2020-05,Bahamas,AMRO,21,2890,0,341
341,2020-06,Bahamas,AMRO,3,3098,0,330
342,2020-07,Bahamas,AMRO,380,5529,0,341
343,2020-08,Bahamas,AMRO,1651,38368,32,721
344,2020-09,Bahamas,AMRO,1768,90171,48,2017
345,2020-10,Bahamas,AMRO,2741,167565,51,3561
346,2020-11,Bahamas,AMRO,859,214824,21,4703
347,2020-12,Bahamas,AMRO,354,238248,7,5117
348,2021-01,Bahamas,AMRO,317,248975,6,5413
349,2021-02,Bahamas,AMRO,368,234105,4,4981
350,2021-03,Bahamas,AMRO,577,272407,8,5737
351,2021-04,Bahamas,AMRO,1270,289078,10,5767
352,2021-05,Bahamas,AMRO,1407,345426,32,6750
353,2021-06,Bahamas,AMRO,790,366488,16,7150
354,2021-07,Bahamas,AMRO,2091,417795,40,8217
355,2021-08,Bahamas,AMRO,3462,510992,95,9913
356,2021-09,Bahamas,AMRO,2845,591396,150,14213
357,2021-10,Bahamas,AMRO,1382,677846,112,18908
358,2021-11,Bahamas,AMRO,407,677892,28,19912
359,2021-12,Bahamas,AMRO,198,388799,42,11923
360,2020-01,Bahrain,EMRO,0,0,0,0
361,2020-02,Bahrain,EMRO,44,168,0,0
362,2020-03,Bahrain,EMRO,523,7592,4,38
363,2020-04,Bahrain,EMRO,2354,46357,4,187
364,2020-05,Bahrain,EMRO,7872,202091,9,337
365,2020-06,Bahrain,EMRO,15446,562810,67,1379
366,2020-07,Bahrain,EMRO,14516,1060481,62,3613
367,2020-08,Bahrain,EMRO,10819,1436603,43,5271
368,2020-09,Bahrain,EMRO,18848,1837339,57,6437
369,2020-10,Bahrain,EMRO,11044,2378040,73,8915
370,2020-11,Bahrain,EMRO,5321,2534002,22,9997
371,2020-12,Bahrain,EMRO,5638,2774843,11,10756
372,2021-01,Bahrain,EMRO,10201,3012354,20,11162
373,2021-02,Bahrain,EMRO,19152,3145668,72,11291
374,2021-03,Bahrain,EMRO,21796,4097470,73,15062
375,2021-04,Bahrain,EMRO,32178,4805516,122,17323
376,2021-05,Bahrain,EMRO,62405,6274909,314,23464
377,2021-06,Bahrain,EMRO,27486,7725544,398,36557
378,2021-07,Bahrain,EMRO,3437,8294069,33,42610
379,2021-08,Bahrain,EMRO,3373,8396558,4,42941
380,2021-09,Bahrain,EMRO,2528,8215600,1,41647
381,2021-10,Bahrain,EMRO,1813,8555230,4,43122
382,2021-11,Bahrain,EMRO,834,8317124,1,41800
383,2021-12,Bahrain,EMRO,521,4446724,0,22304
384,2020-01,Bangladesh,SEARO,0,0,0,0
385,2020-02,Bangladesh,SEARO,0,0,0,0
386,2020-03,Bangladesh,SEARO,51,560,5,47
387,2020-04,Bangladesh,SEARO,7616,70283,163,2152
388,2020-05,Bangladesh,SEARO,39486,731311,482,10746
389,2020-06,Bangladesh,SEARO,98330,2836656,1197,37194
390,2020-07,Bangladesh,SEARO,92178,6049862,1264,77720
391,2020-08,Bangladesh,SEARO,75335,8565945,1170,114101
392,2020-09,Bangladesh,SEARO,50483,10232789,970,143910
393,2020-10,Bangladesh,SEARO,44205,11965030,672,174118
394,2020-11,Bangladesh,SEARO,57248,13055589,721,187421
395,2020-12,Bangladesh,SEARO,48578,15301555,915,221327
396,2021-01,Bangladesh,SEARO,21629,16311378,568,244126
397,2021-02,Bangladesh,SEARO,11077,15145729,281,231880
398,2021-03,Bangladesh,SEARO,65079,17583288,638,267616
399,2021-04,Bangladesh,SEARO,147837,21032790,2404,305973
400,2021-05,Bangladesh,SEARO,41408,24211558,1169,376107
401,2021-06,Bangladesh,SEARO,112718,25289802,1884,401202
402,2021-07,Bangladesh,SEARO,336226,33434499,6182,542385
403,2021-08,Bangladesh,SEARO,251134,43755097,5510,745570
404,2021-09,Bangladesh,SEARO,55293,46037544,1315,810568
405,2021-10,Bangladesh,SEARO,13628,48497087,358,859858
406,2021-11,Bangladesh,SEARO,6745,47188189,113,837858
407,2021-12,Bangladesh,SEARO,4275,26835996,60,476253
408,2020-01,Barbados,AMRO,0,0,0,0
409,2020-02,Barbados,AMRO,0,0,0,0
410,2020-03,Barbados,AMRO,33,210,0,0
411,2020-04,Barbados,AMRO,47,1989,6,111
412,2020-05,Barbados,AMRO,12,2673,1,217
413,2020-06,Barbados,AMRO,5,2855,0,210
414,2020-07,Barbados,AMRO,13,3184,0,217
415,2020-08,Barbados,AMRO,63,4544,0,217
416,2020-09,Barbados,AMRO,17,5489,0,210
417,2020-10,Barbados,AMRO,46,6622,0,217
418,2020-11,Barbados,AMRO,39,7506,0,210
419,2020-12,Barbados,AMRO,97,9547,0,217
420,2021-01,Barbados,AMRO,1126,30444,5,249
421,2021-02,Barbados,AMRO,1496,60845,21,652
422,2021-03,Barbados,AMRO,640,105343,8,1178
423,2021-04,Barbados,AMRO,204,112343,3,1308
424,2021-05,Barbados,AMRO,174,122484,3,1421
425,2021-06,Barbados,AMRO,67,121222,0,1410
426,2021-07,Barbados,AMRO,286,130581,1,1477
427,2021-08,Barbados,AMRO,566,141548,0,1488
428,2021-09,Barbados,AMRO,3050,185074,21,1670
429,2021-10,Barbados,AMRO,9484,380290,83,3337
430,2021-11,Barbados,AMRO,7573,652796,73,5734
431,2021-12,Barbados,AMRO,1989,446258,29,4112
432,2020-01,Belarus,EURO,0,0,0,0
433,2020-02,Belarus,EURO,1,1,0,0
434,2020-03,Belarus,EURO,151,1249,0,0
435,2020-04,Belarus,EURO,13029,137092,84,1087
436,2020-05,Belarus,EURO,28477,866765,145,4879
437,2020-06,Belarus,EURO,20132,1606433,158,9322
438,2020-07,Belarus,EURO,6018,2024189,172,14807
439,2020-08,Belarus,EURO,3879,2155767,117,18962
440,2020-09,Belarus,EURO,6573,2239517,152,22644
441,2020-10,Belarus,EURO,19239,2682316,149,28237
442,2020-11,Belarus,EURO,37509,3444838,174,31566
443,2020-12,Belarus,EURO,57353,5087202,263,39756
444,2021-01,Belarus,EURO,54209,6853969,294,48486
445,2021-02,Belarus,EURO,39389,7481746,258,51603
446,2021-03,Belarus,EURO,34635,9417214,271,65273
447,2021-04,Belarus,EURO,36639,10192588,295,71660
448,2021-05,Belarus,EURO,36574,11647098,309,83425
449,2021-06,Belarus,EURO,22468,12183568,291,89748
450,2021-07,Belarus,EURO,28773,13367991,313,102144
451,2021-08,Belarus,EURO,35316,14313628,323,111809
452,2021-09,Belarus,EURO,55733,15245552,361,118510
453,2021-10,Belarus,EURO,62035,17607349,485,135527
454,2021-11,Belarus,EURO,55191,18831889,453,145586
455,2021-12,Belarus,EURO,26550,11354235,271,88571
456,2020-01,Belgium,EURO,0,0,0,0
457,2020-02,Belgium,EURO,1,26,0,0
458,2020-03,Belgium,EURO,15390,125572,1176,6310
459,2020-04,Belgium,EURO,34643,1085450,6605,148749
460,2020-05,Belgium,EURO,8976,1721795,1578,272891
461,2020-06,Belgium,EURO,2969,1819541,279,286292
462,2020-07,Belgium,EURO,7706,2000408,82,300155
463,2020-08,Belgium,EURO,15806,2432839,191,304474
464,2020-09,Belgium,EURO,36965,3011253,129,298832
465,2020-10,Belgium,EURO,320198,7549261,1682,326569
466,2020-11,Belgium,EURO,135529,15943417,5129,437994
467,2020-12,Belgium,EURO,69706,19104998,2782,569833
468,2021-01,Belgium,EURO,64833,21051738,1618,635895
469,2021-02,Belgium,EURO,61071,20814546,973,610589
470,2021-03,Belgium,EURO,114365,25553716,812,701714
471,2021-04,Belgium,EURO,107515,28361812,1202,709743
472,2021-05,Belgium,EURO,71712,32131795,728,765236
473,2021-06,Belgium,EURO,21059,32444442,213,753073
474,2021-07,Belgium,EURO,39410,34282397,69,781584
475,2021-08,Belgium,EURO,58731,35870830,136,784614
476,2021-09,Belgium,EURO,59888,36528779,218,764782
477,2021-10,Belgium,EURO,135772,40197504,433,799353
478,2021-11,Belgium,EURO,398345,46647955,984,794180
479,2021-12,Belgium,EURO,209570,32532013,744,466665
480,2020-01,Belize,AMRO,0,0,0,0
481,2020-02,Belize,AMRO,0,0,0,0
482,2020-03,Belize,AMRO,3,15,0,0
483,2020-04,Belize,AMRO,15,387,2,43
484,2020-05,Belize,AMRO,0,558,0,62
485,2020-06,Belize,AMRO,6,623,0,60
486,2020-07,Belize,AMRO,24,1170,0,62
487,2020-08,Belize,AMRO,916,12360,11,142
488,2020-09,Belize,AMRO,927,43782,11,554
489,2020-10,Belize,AMRO,1491,81750,32,1231
490,2020-11,Belize,AMRO,2265,138093,88,2705
491,2020-12,Belize,AMRO,5021,277618,97,6129
492,2021-01,Belize,AMRO,1209,353006,60,8538
493,2021-02,Belize,AMRO,416,339428,13,8685
494,2021-03,Belize,AMRO,122,383450,3,9786
495,2021-04,Belize,AMRO,224,375777,6,9557
496,2021-05,Belize,AMRO,152,394370,1,10015
497,2021-06,Belize,AMRO,398,388982,5,9795
498,2021-07,Belize,AMRO,925,422781,8,10272
499,2021-08,Belize,AMRO,1898,463831,19,10709
500,2021-09,Belize,AMRO,4283,539791,52,11433
